stop_id,stop_code,stop_name,stop_lat,stop_lon
1523,DC4773,Jhatikra Village,28.522174,76.965854
1524,U99813,Rani Khera,28.6992,77.0276
1525,DC4750,Chhawla Village,28.565867,77.003446
1526,U00266,Goela Dairy Crossing,28.591084,76.9931
1527,U02276,PS Mandir Marg,28.637583,77.202967
1528,U02137,IIT Gate,28.546167,77.195583
1529,U00369,Bamnoli Power Station,28.542017,77.018533
1530,U02489,Dispensary Paharganj,28.6449,77.2135
1531,U03576,Saini Enclave,28.6508,77.3056
1532,U02890,Tilak Bridge,28.6237,77.2393
1533,DC0012,Kanjhawala Chowk,28.73725,77.007217
1534,U00983,Rithala Village,28.717113,77.101457
1535,DC4727,Radha Swami Satsang Sec-23 Dwarka,28.566795,77.049037
1536,U03511,Power House,28.5073,77.3
1537,DC4335,Jhankar Crossing,28.579252,77.024293
1538,U01767,Vasant Vihar Depot,28.558917,77.172067
1539,U01589,Shani Mandir / Vasant Village,28.57572,77.159058
1540,U01885,RK Puram Sec-1,28.5642,77.1802
1541,DC3758,Indian Oil Corporation,28.686267,76.986533
1542,U01796,East Patel Nagar,28.6423,77.1733
1543,U03582,Nand Nagari Depot,28.698933,77.306333
1544,U01567,Vasant Kunj sec-B1,28.522483,77.1575
1545,DC4687,Punjab Khor Village,28.77775,76.961383
1546,DC4664,Bihari Pur Gaon,28.713817,77.2575
1547,DC3649,R R Line,28.5958,77.150933
1548,U99996A,Prashant Vihar F Block,28.718617,77.139083
1549,U00621,Rohini Sec-21,28.7188,77.069767
1550,U03076,Kartar Nagar,28.68945,77.25395
1551,U02739,Old Delhi Railway Station,28.660087,77.227876
1552,U01387,APS Colony/ Jharera Gaon,28.579967,77.144817
1553,DC3884,Dwarka Sec 21 Crossing Bharthal Chowk,28.554375,77.050144
1554,U01522,AIR Station,28.6265,77.1535
1555,U00712,District Centre Nazafgarh Road,28.630417,77.079983
1556,DC4186,Dwarka Sec-21 Crossing,28.551012,77.055873
1557,U01015,Rohini Sec 3/4/5/6 Xing (Vishram Chowk),28.7092,77.1054
1558,DC4209,Wazir Pur Industrial Area/ Ashok Vihar Crossing,28.701876,77.16732
1559,U01969,Gujranwala Town,28.6995,77.1849
1560,U02531,Delhi University,28.6882,77.2148
1561,U03516,Badarpur MB Road,28.4995,77.3005
1562,DC4123,Kali Bari Marg,28.630641,77.198066
1563,DC3735,Pusta No 5 Sonia Vihar,28.734467,77.246683
1564,DC3821,Sarita Vihar D Block / Madanpur Khadar Village,28.532133,77.2964
1565,U03025,IP Depot Metro Station,28.6195,77.249
1566,DC0035,Sunehari Pulla Depot / Jawahar Lal Nehru Stadium Terminal,28.591283,77.2333
1567,U00573,Kirari More,28.68245,77.063967
1568,U00016,Qadipur,28.5781,76.8798
1569,DC4421,Dewta Wala mandir,28.548976,76.930686
1570,U03503,Press Apartment,28.62285,77.2983
1571,U99991,Qutub Minar Metro Sation,28.51415,77.186167
1572,U03295,Laxmi Nagar / Shakarpur Crossing,28.629233,77.27735
1573,U02712,PS Kamla Market,28.643083,77.226
1574,U00261,Tuda Mandi,28.612458,76.99146
1576,U01732,Inderlok Metro Station,28.673217,77.169483
1577,DC4129,Geeta Colony,28.6551,77.273567
1578,U02928,Supreme Court,28.623917,77.24095
1579,U01595,Todapur Village,28.6228,77.1592
1580,U00954,Rajokari Crossing,28.522767,77.098683
1581,U00513,Nilothi Crossing,28.664852,77.053333
1582,U01410,PS Kirti Nagar,28.646473,77.14089
1583,DC3940,Radisson BLU Hotel,28.596183,77.03735
1584,U03633,Yamuna Sports Complex,28.659983,77.311733
1585,DC4252,South Enclave,28.610317,77.199317
1586,U99606,Meera Bagh,28.6588,77.091
1587,U99988,Lodhi Colony,28.514817,77.224533
1588,DC4229,Vivek Vihar Girls School,28.6691,77.318717
1589,DC3983,Chhajupur,28.68955,77.286983
1590,DC3960,Toll Tax Post,28.54325,77.013167
1591,DC4083,Vivek Vihar Terminal,28.668417,77.31425
1592,DC4206,Ashok Vihar B Block,28.695926,77.170655
1594,U03144,DDA Market Kalkaji,28.5319,77.2591
1595,DC3795,Tahir Pur,28.691467,77.324817
1596,DC4398,Narain DharamKanta,28.670883,77.05775
1597,U02074,Model Town II,28.7040333333333,77.1905166666667
1598,U00756,JG 3 Block Vikaspuri,28.647117,77.0804
1599,U03600,GTB Hospital Xing,28.6901,77.3078
1600,U02630,J and K House,28.6012,77.2222
1601,U00195,Tikri Hospital,28.686597,76.978404
1602,U01211,Rajouri Garden Market,28.6457,77.127
1603,U02909,Supreme Court,28.621517,77.240333
1604,U01282,Shankar Vihar / National Highway 8,28.566633,77.13395
1605,U03124,Air Force Station,28.5114,77.256483
1606,U01941,Mukund Pur Chowk,28.7324,77.183583
1607,DC3695,PS Vikas Puri,28.631217,77.068583
1608,U00717,Kangra Niketan,28.6352,77.0805
1609,DC4498,Saraswati Kunj Jharoda,28.630863,76.965522
1610,U02728,Wazirabad Crossing GT Road,28.710499,77.227319
1611,DC4567,Krishna Vihar,28.789662,77.028066
1612,U03713,Ram Prastha Temple,28.6632,77.3202
1613,U00664,Vijay Enclave,28.60635,77.075033
1614,DC0130,Khichdipur,28.6258,77.31205
1615,U01044,Lajwanti Garden (Nangal Rai),28.6129,77.11
1616,DC1311,ESI Hospital,28.51425,77.281333
1617,DC4375,PS Ranhola,28.653517,77.03545
1618,U02704,Bhartiya Vidya Bhawan,28.6213,77.2264
1619,DC3818,Siras Pur Crossing,28.764,77.145633
1620,U01528WD,Wazirpur Depot,28.692033,77.153767
1621,DC3718,Shivaji Stadium,28.631033,77.215867
1622,U02792,Central School,28.5117,77.231867
1623,U00329,Nangli Sakrawati Crossing,28.616344,77.007924
1624,U01499,TV Tower (Power House),28.7,77.1514
1625,U02281,Padmani Enclave,28.5492,77.2034
1626,DC4667,Kanjhawla Chowk,28.737967,77.00695
1627,U03011,Gandhi Darshan,28.636983,77.247267
1628,U01099,Rohini Sec 17/16,28.738767,77.117317
1629,DC3612,Anand Vihar ISBT Main Road,28.64696,77.317879
1630,DC4604,Qutub Hotel,28.5391,77.19
1631,U01550A,Jai Mata Market Tri Nagar Terminal,28.681483,77.155483
1632,DC4627,Dena Apartment,28.724767,77.12925
1633,U00903,C-4H Janakpuri,28.616333,77.09525
1634,U00353,Toll Tax Post,28.543267,77.0127
1635,U02151,IIT Gate,28.546,77.197
1636,U01223,Mahipal Pur Village,28.545867,77.126733
1637,U02605,Asian Market,28.5169,77.2208
1638,U02610,Timarpur,28.7006166666667,77.2212
1639,U99867,E.S.I. Hospital,28.5159,77.2805
1640,DC103,Baba Ramdev Mandir,28.6534166666667,77.1091333333333
1641,U02749,ISBT Maharana Pratap Bus (T),28.669,77.2286
1642,U01877,R K Puram Sec-4,28.563067,77.18
1643,DC0076,Don Basco School,28.527839,77.247072
1644,U01747,Adarsh Nagar Metro Station,28.717467,77.169917
1645,DC4650,Vivek Vihar Ram Mandir,28.66801,77.32006
1646,U01655,Ashok Vihar Xing,28.7021,77.16435
1647,DC0049,Power House Rohini Sec 24,28.726983,77.080267
1648,U03037,Bhogal (Jungpura),28.58465,77.249617
1649,U01607,Modern School Vasant Vihar F Block,28.55995,77.157267
1650,U01752,Satya Niketan Dhaula Kuan,28.588,77.170583
1651,DC4481,Keshav Kunj / Pochan Pur Crossing,28.557084,77.053209
1652,U02516,Kamla Nehru College/Niti Bag,28.55785,77.217533
1653,U02433,Khalsa College,28.694883,77.209683
1654,DC0118,Onida Factory,28.513267,77.297717
1655,DC4435,Dichau Village,28.639764,76.984106
1656,DC3858,Deep Vihar,28.738,77.0829
1657,DC4690,Tatesar Gurukul,28.758517,76.967733
1658,U02389,Press Enclave,28.5279,77.2079
1659,U01433,Shakur Pur,28.685083,77.144817
1660,U02900,Zoo,28.608422,77.240216
1661,U00989,Hari Nagar Depot,28.624983,77.1022
1662,U99795A,Kanjhawala Chowk (Sarvodya Kanya Vidhyalaya),28.7376,77.008
1663,U00671,Prehladpur School,28.752783,77.075317
1664,DC4046,Hi-Land Apartments,28.599683,77.322017
1665,U01867,Azadpur,28.7063,77.1795
1666,DC4521,Bajit Pur Xing,28.784999,77.023967
1667,DC4023,Ghumanhera Crossing,28.535283,76.909333
1668,U02124,Alpana Cinema (Model Town Mtr Stn),28.70265,77.19365
1669,U00768,Inder Enclave,28.680933,77.084217
1670,U03174,Kalkaji Mandir (MaaAnandmayeeMarg),28.5479,77.263
1671,U02306,Balmiki Mandir Marg,28.639967,77.204483
1672,U03087,Nehru Place,28.547317,77.254033
1673,U01329,Pittampura RU-Block,28.7077333333333,77.1345666666667
1674,DC4544,Sec 5/8 Narela,28.857128,77.097951
1676,U00836,Palam Colony Flyover,28.513817,77.091417
1678,U03121,Ashram (Hari Nagar),28.574146,77.256836
1679,U03167,Dharam Pura,28.670717,77.261917
1681,DC4066,Virender Nagar / Dilli Haat,28.6232,77.09615
1682,U02240,Meghdoot Bhawan,28.643667,77.201033
1683,U02099,Nanak Piyau / DTC Colony,28.691167,77.192667
1684,U01723,Inderlok Metro Station,28.6715,77.167733
1685,DC4458,Pandwala Khurd,28.562281,76.967398
1686,U03537,Neethi Apartment,28.6312,77.3017
1687,U03193,Seelampur Metro Station,28.67075,77.26545
1688,U01374,B Block New Moti Nagar,28.6635,77.1406
1689,DC3878,Kotla Vihar Phase II,28.648236,77.025586
1690,U99969,Liberty Cinema,28.6599,77.1891
1691,U02602,Lodhi Garden / Mousam Bhawan,28.590167,77.220617
1692,DC3778,Indra Kalyan Vihar,28.523283,77.2756
1693,U03408,Mother Dairy Crossing,28.618933,77.287867
1694,U03475,Govt Model School / Ambedkar Park,28.621733,77.294533
1695,U99949,Rani Bagh,28.68405,77.126083
1696,U03032,Rajeev Nagar,28.7062,77.2506
1697,U02716,ISBT Kashmere Gate (Lothian Road),28.66685,77.229517
1698,U03685,SFS Quarter Gazipur,28.630817,77.316617
1699,U03358,Ansari Health Care,28.5614,77.2836
1700,U03350,Shahdara (Shyam Lal College),28.6736,77.283533
1701,U02087,DDA Flats Lado Sarai,28.529983,77.192133
1702,U99809,Mubarakpur Xing,28.712817,77.027833
1703,U01475,Inder Puri JJ Colony,28.632,77.1491
1704,U02995,Nehru Place Apartments,28.5439,77.2461
1705,DC0115,Madanpur Khadar Crossing,28.529333,77.288417
1706,DC4338,Qutub Vihar Phase-I Kikar Stand,28.578247,77.02915
1707,U02274,Roshnara Road,28.6692,77.2045
1708,DC4730,Gandhi Vihar Crossing (Duty ChangeOver),28.720951,77.218478
1709,U01418,Karampura Terminal,28.660241,77.144044
1710,U01832,Mohan Singh Market,28.5668,77.1762
1711,U03060,C R Park Market II,28.537467,77.252683
1712,U00907,Desu Colony Janak Puri,28.610011,77.095348
1713,U01441,Pitampura ND Block,28.6959166666667,77.14585
1714,NS0253,COD Ring Road,28.612917,77.13735
1715,DC4292,Shakur Pur JJ Colony/ Britannia,28.684178,77.145419
1716,U01888,Moti Bagh 1,28.5804,77.1802
1717,DC4189,Lajpat Nagar (Ring Road),28.564933,77.242883
1718,U01382,Samrat Enclave,28.6853,77.141017
1719,U99942A,Gairison Eng.,28.6054,77.147567
1720,DC0032,Rohini Sec 22/24 Crossing,28.7203,77.069
1721,DC3977,Zafrabad,28.676117,77.271317
1722,U01105,Rohini Sec 17/16,28.738383,77.117217
1723,U00220,Udaseen Ashram,28.621661,76.98823
1724,U01630,Indian AirLines/Priya Cinema,28.5587,77.158117
1725,DC4212,Shalimar Bagh AE Block,28.708248,77.166422
1726,U01864,Shankar Road,28.6391,77.179017
1727,U01455,Kathuria Public School (Sai Darbar Mandir),28.530983,77.1466
1728,U03551,Badarpur Border,28.493222,77.303353
1729,U03677,Gagan Cinema Wazirabad Road,28.697617,77.316867
1730,U02885,Delhi Gate,28.640767,77.238667
1731,U01010,Tihar Jail,28.6192,77.104417
1732,DC0100,Lodhi Colony,28.5847,77.2247
1733,U00112,Indra Service Station,28.608536,76.958755
1734,U02884,Jama Masjid,28.6508166666667,77.2384666666667
1735,U02706,Vivekanand Marg,28.640867,77.225733
1736,DC4504,Navin Palace,28.627806,76.967351
1737,U00497,Kirari Nahar,28.698817,77.053567
1738,U03395,Nirman Vihar Metro Station,28.63715,77.287067
1739,DC3675,Mangolpuri K Block (Sanjay Gandhi Hospital),28.694702,77.082072
1740,DC4753,Kangan Heri - II,28.545251,76.987725
1741,U03711,Dallu Pura,28.60875,77.32005
1742,DC4269,East Guru Angad Nagar,28.64115,77.282733
1743,U00386,Bawana Depot,28.803667,77.028517
1744,DC4518,Sultan Pur Xing,28.75634,77.015384
1745,DC3881,Bamnoli More,28.542449,77.029991
1746,U00013,Issapur Xing,28.57,76.8755
1747,DC4418,Ghuman Hera Village,28.532242,76.92242
1748,DC3732,Sonia Vihar,28.7324,77.246233
1749,U01376,F Block Kirti Nagar,28.651466,77.140817
1750,DC3963,Shri Golok Dham Bijwasan School,28.53355,77.059683
1751,DC3566,Nangli Dairy,28.620133,77.01795
1752,U03065,Paras Cinema,28.5479,77.2547
1753,U02974,Police Station Nizamuddin (Dargah),28.591667,77.244633
1754,DC0084,Rampuri Gali No-13,28.5351,77.2592
1757,U02628A,Old Secretariat (Postal Account Office),28.6838833333333,77.2222833333333
1758,U01992,Shastri Nagar A Block,28.672401,77.186038
1759,U01281,Agarsen Hospital,28.6745333333333,77.1348166666667
1760,U02967,Delhi Gate / Ambedkar Stadium Terminal,28.639867,77.2437
1761,U02840,Khanpur Village,28.5137,77.2349
1762,U00395,Kakrola Xing,28.6191,77.0314
1763,U99911,Jahangirpuri GT Road,28.7257,77.1628
1764,U01718,Ashok Vihar I Block,28.6853,77.1685
1765,DC4040,Multi Gym,28.601383,77.325067
1766,DC4441,Daulat Pur Village,28.546873,76.963232
1767,U02932,Delhi Gate,28.637267,77.240917
1768,DC3904,PS Bawana,28.8066166666667,77.0231166666667
1769,U02887,Tilak Bridge,28.6253,77.2387
1770,U02200,Balti Factory,28.7467,77.1983
1772,U01039,Rohini Depot III,28.695633,77.109033
1773,U02560,Marina,28.6367,77.2183
1774,U99880,Shri Ram Institute,28.681252,77.212361
1775,U01076,Tagore Garden Metro Station / Tatarpur,28.6441,77.1136
1776,U02217,Geetanjali Enclave,28.5308,77.1997
1777,U02502PR,Prithvi Raj Road,28.596483,77.21755
1778,DC3692,A-3 Janak Puri,28.619583,77.079267
1779,DC3715,PSRI,28.5314,77.224183
1780,U01083,Swarg Ashram,28.6308,77.1149
1781,U99775A,Shalimar Bagh Xing,28.7088,77.1746
1782,U03944,Rajouri Garden,28.647738,77.119541
1783,U02297,Saket Metro Sation,28.520467,77.20265
1784,U02471,SJ Airport,28.584467,77.212267
1785,DC4378,TilangPur Kotla,28.649517,77.027167
1786,DC3841,Blood Bank,28.586733,77.11845
1787,U00488,Kiran Garden,28.620619,77.0049268
1788,DC3629,Matiyala Xing,28.605083,77.052383
1789,U01164,Supply Depot,28.606783,77.123367
1790,U03284,Yamuna Vihar Brij Puri,28.702667,77.275333
1791,U01844,RK Puram Sec-12,28.5752,77.1778
1792,U00288,Dichau Kalan Depot,28.629367,76.9977
1793,DC4707,Kanjhawala Depot,28.727454,77.005227
1794,U00481,Rajdhani Park,28.6823,77.0487
1795,U02798,Pushpa Bhawan,28.52815,77.231567
1796,U02073,Prahlad Market,28.6538,77.1907
1797,U99729,Shaheed Park (Bhagat Singh Terminal),28.6351,77.241217
1798,DC3661,Old Seema Puri,28.680817,77.327867
1800,DC3638,NHW 8,28.5695,77.1326
1801,DC0137,Bank,28.5261,77.2736
1802,U02034,Karol Bagh Metro Station,28.6442,77.189
1803,U01338,Vaishali  Enclave / Kapil Vihar,28.6997,77.1371
1804,U03441,MIG Flates Loni Road,28.7004,77.295683
1805,U01285,Palam More,28.5682,77.1298
1806,U01764,Jahangirpuri E-Block,28.7324,77.1713
1807,U03099,Khajuri,28.704617,77.254433
1809,U01399,Karampura Terminal,28.661,77.142383
1810,U03086,Jagjit Nagar,28.686317,77.254567
1811,U01851,Azadpur Terminal,28.7072,77.1783
1812,U02779,Zakir Husain College,28.64115,77.229617
1813,U03300,Welcome Metro Station,28.672783,77.27715
1814,U01047,Hari Nagar Ghanta Ghar,28.624804,77.110518
1815,U02953,DPS / Police Station Nizamuddin(Lodhi Road),28.592933,77.242217
1816,DC4693,Jonti Crossing,28.745983,76.97845
1817,DC3807,Satyawati College,28.69505,77.17952
1818,U02619,Mori Gate Terminal,28.665861,77.222085
1819,DC3761,Yojana Vihar/ Yamuna Sports Complex,28.663317,77.314617
1820,DC3949,Bhagwan Mahavir Hospital,28.687433,77.117117
1821,DC4616,Rohini Depot-II,28.729867,77.121483
1822,U02157,East Park Road,28.6508,77.1973
1823,U02139,PTS,28.531317,77.197033
1824,U03542,Ashirwad Apartment,28.6347,77.3022
1825,U00772,Inder Enclave,28.680517,77.084083
1826,U02473,AIIMS Ring Road,28.56915,77.212433
1827,U03073,Nizamuddin Road Bridge,28.603867,77.253667
1828,U00463,Nawada Gaon,28.620007,77.044129
1829,DC4447,Kangan Heri - I,28.548397,76.98869
1830,U03798,Bharti Public School,28.60535,77.333117
1831,U00575,Barwala School,28.759167,77.06275
1832,U02422,Sunheri Masjid/G Block,28.6096,77.2097
1833,DC4424,Pandwala Crossing,28.574027,76.952356
1834,DC4547,Sec 10A Pkt-6,28.849048,77.098446
1835,U01117,Madipur JJ Colony Metro Station,28.676398,77.118204
1836,U00352,Shivam Plywood,28.7352,77.0125833333333
1837,U01425,Moti Nagar,28.658867,77.144183
1838,U02826,Art Gallery,28.61035,77.233517
1839,U99630,Kirari Lal Mandir,28.697668,77.055991
1840,DC0038,Sec-24 Rohini Main Road,28.7271,77.0986
1841,U03462,Maruti,28.5217,77.2937
1842,U00731,Health Centre,28.592067,77.0813
1843,DC4324,Shyam Vihar,28.591403,77.000404
1844,U99894A,Tagore Garden,28.6477,77.1158
1845,U01438,Gurudwara,28.764967,77.145317
1846,U01677,Vasant Kunj Sec-A ILBS,28.5117,77.166767
1847,DC3538,Kiran Garden,28.620317,77.0468
1848,DC3929,Radisson BLU Hotel,28.596067,77.037467
1849,U03045,Bhogal,28.583533,77.250833
1850,DC4318,Chand Nagar,28.645221,77.099156
1851,DC3830,Aditi College,28.794167,77.036633
1852,DC4218,Shalimar Bagh BJ Block,28.712613,77.158747
1853,U00426,Karala Village,28.731583,77.036983
1854,DC4533,Kaushal Devi Netraheen Ashram,28.825479,77.069821
1855,U03515,Mansarovar Park Metro Station,28.675479,77.300119
1856,DC4510,Lado Sarai Crossing,28.5272,77.189767
1857,U00636,SFS Flat Sec-2 Power House,28.600333,77.071483
1858,U03189,Maharani Bagh / Ashram,28.576295,77.264457
1859,U99749A,B-3 Andh Vidyalaya,28.656483,77.108767
1860,U03570,Ras Vihar,28.6253,77.3051
1861,U03651,TELCO Gazipur,28.6409,77.3154
1862,U01175,Metal Forging,28.629,77.122817
1863,DC4132,Kasturba Gandhi Road Crossing,28.62198,77.223683
1864,U00653,Jivan park,28.6195,77.0736
1865,U01064,Rajeev Gandhi Cancer Hospital,28.71725,77.111833
1866,DC4195,Princess Park/ Airforce Noval Office Enclave,28.587302,77.066549
1867,U00913,B Block Mangolpuri,28.6891833333333,77.0954833333333
1868,U01860,Railway Colony (Sardar Patel Marg),28.600783,77.1785
1869,DC0001,Rithala School,28.7150666666667,77.1038666666667
1870,DC4301,Chander Lok,28.688635,77.135279
1871,U99816,Upper Ridge Road,28.63215,77.190017
1872,U02143,Shakti Nagar Nangia Park,28.679846,77.195746
1874,DC4779,Shikar Pur Village,28.529966,76.95514
1875,DC0107,Karkardooma Crossing,28.642917,77.2972
1876,U02539,Palika Kendra,28.62875,77.216467
1877,U01222,SPM College,28.6751,77.1281
1878,DC4387,Chanchal Park,28.6463,77.021333
1879,U01139X,Rohini Sec-16 Xing,28.7439,77.1208
1880,DC4341,St Marry School,28.5966333333333,77.14535
1881,U00472,Ranhola Village,28.655779,77.040633
1882,U02483,Vikas Sadan,28.5766,77.2134
1883,U02379,Safdurjung Hospital / AIIMS,28.56725,77.207733
1884,U00598,Uttam Nagar Terminal,28.625517,77.066133
1885,U99621,Samalkha More,28.537967,77.093683
1886,U01739,Vasant Kunj Sec-A Pkt-BC,28.5104,77.169617
1887,U99930ASTL,Indian Oil Station,28.577283,77.108833
1888,DC3698,CRPF Camp Keshopur,28.646361,77.084243
1890,DC3721,Naraina Vihar / Indra Market,28.626533,77.134783
1891,U02863,Lady Shri Ram College,28.5588,77.2371
1892,U02361,Bhai Parmanand Colony,28.7103,77.2086
1894,U01944,New Rajender Nagar,28.6366,77.183683
1895,DC3784,Qutub Minar Metro Sation,28.511733,77.1844
1896,U01086,Kali Mata Mandir,28.6969,77.1154
1897,U03724,Surya Nagar,28.666933,77.321467
1898,DC3678,Safdurjang Enclave,28.566078,77.190996
1899,U02411,Ice Factory,28.666851,77.209097
1900,U99980,Nehru Vihar,28.7116,77.2226
1901,DC4470,Mundhela School II,28.614073,76.895727
1902,U01174,Sai Baba Chowk,28.708817,77.124017
1903,DC4364,Keshav Nagar Mukti Ashram,28.779253,77.179936
1904,U00957,Shahbad Dairy A Block,28.7459,77.0985
1906,DC4756,Badu sarai Village,28.529628,76.98658
1907,U01257,Mayapuri Chowk (Ring Road),28.638567,77.129883
1908,U03257,Bharat Nagar Crossing,28.5619,77.2723
1909,U99852A,Unani Hospital / Okhla Ext Thokar 3,28.558951,77.296058
1910,U01061,Shahbad Gaon,28.745283,77.111267
1912,U02293Z,Kendriya Terminal,28.6173,77.204
1913,DC4012,Malikpur Crossing,28.552433,76.907767
1914,DC0021,Geeta Colony Road Crossing,28.6512,77.2525
1915,DC3989,Shiv Mandir,28.6898,77.283783
1916,DC3966,Kapashera More,28.530683,77.086417
1917,DC4507,Surehra Village,28.5985889521003,76.9363090139898
1918,DC3870,BrahmPuri Colony,28.652115,77.032597
1919,DC4530,Jain Shukla Mandir,28.81186,77.053907
1920,U03161,Tughlaqabad Extension,28.5256,77.261
1921,DC0104,Surya Niketan,28.655617,77.310417
1922,U02025,Dev Nagar / Khalsa College,28.6553,77.1883
1923,U02893,Subhash Park,28.649317,77.23935
1924,U03634,Bank Colony,28.698,77.3115
1925,U00820,C2B Janakpuri,28.621222,77.088818
1926,DC3555,Jharoda Crossing / Nazafgarh Terminal,28.613678,76.980212
1927,U01879,RK Puram Sec-1,28.5643,77.1798
1928,U00993,St Xavier School,28.7455,77.1027
1929,U02973,ITO,28.627983,77.244433
1930,U00696,Dwarka Puri,28.607483,77.078267
1931,U03080,Kartar Nagar,28.68945,77.254167
1932,U02597,Firoz Shah Road,28.6208,77.2206
1933,U01779,JA Block Ashok Vihar,28.686767,77.172517
1934,U03095,Tara Apartments Terminal,28.523883,77.2552
1935,U01524,Pandav Nagar,28.650133,77.15335
1936,U03290,Okhla Tank,28.548383,77.276583
1937,DC3601,Mukarba Chowk,28.73475,77.155867
1938,DC4281,Dwarka Sec 19-20 Crossing,28.576405,77.057223
1939,U02860,Ishpat Bhawan,28.5924,77.23675
1940,U00527SMPX,Bharthal Under Pass,28.5476333333333,77.05735
1941,DC4381,BakkarWala Crossing,28.64335,77.016067
1942,DC3744,Gatta Factory Sonia Vihar,28.72945,77.24565
1943,DC4304,Lok Vihar,28.692995,77.134923
1944,DC3767,Christian Kabristan,28.730367,77.190083
1945,DC4610,Ber Sarai,28.550617,77.181617
1946,DC3867,Vishal Enclave,28.653258,77.118469
1948,U00730,District Centre Outer Ring Road,28.6334,77.0811
1949,U00167,Prem Nursery,28.610333,76.9713
1950,U02927,Lodhi Hotel,28.5919,77.2402
1951,DC3532,Bhagini Nivedita College,28.617904,76.931464
1952,DC3781,CRPF Camp Okhla Phase 1,28.528783,77.270333
1953,U02667,Lodhi Colony Market,28.584567,77.223367
1954,U02413,Panchsheel Club,28.546,77.2093
1955,U03743,Kondali Old,28.612978,77.322856
1956,U02722,Ambedkar Nagar Terminal,28.515588,77.22728
1957,DC4069,Sir Ganga Ram Hospital,28.63894,77.18816
1958,U01295RS,Sai Apartments,28.720983,77.134467
1959,U02324,Rani Jhansi Road Jhande Walan,28.6456,77.205
1960,U99613,Shivam Plywood,28.735453,77.012023
1961,U01026,DA Block Hari Nagar,28.6251,77.106867
1962,U02828,Patiala House,28.6166,77.2338
1964,U03457,Radheypuri,28.654,77.2925
1965,U99798A,Radha Swami Satsang,28.7339833333333,77.02075
1966,U01787,R-Block Rajendra Nagar,28.6328,77.173
1967,U00632,Mahaveer Enclave Part II  and  III,28.603617,77.07105
1968,U00684,Prehladpur School,28.75305,77.07475
1969,U00459,Dwarka Sec 3-4,28.602633,77.043217
1970,U02065,Prahlad Market,28.6539,77.1909
1971,DC4696,Rajendra Lakra Public School,28.740383,76.994583
1973,U99823,Mayapuri Depot,28.63685,77.12835
1974,U01840,Jahangir Puri Outer Ring Road,28.7346,77.176533
1975,U02128,Nauroji Nagar,28.569633,77.195533
1976,DC4155,M Block Sarojini Nagar,28.578472,77.189692
1977,U99922,St Stephen Hospital,28.6671,77.2149
1978,U01574,Prem Bari Pull,28.700267,77.158283
1979,U02019,R K Puram Sec-2,28.561567,77.188233
1980,U02948,Shastri Park Metro Depot,28.673433,77.241183
1981,U01581,Shadipur Metro Station,28.6515,77.1587
1982,U03379,Ganesh Nagar,28.621017,77.285233
1983,U00776,Janakpuri East Metro Station/ Nangli Zalib,28.633,77.0857
1984,DC3844,CPRTI/ Delhi Jal Board,28.63715,77.1924
1985,DC4633,Issapur Village Temple,28.577151,76.863766
1986,U01781,New Sabzi Mandi,28.7146,77.1724
1987,U03589,GTB Hospital Xing,28.6898,77.3066
1988,U03674,Super Bazar,28.613567,77.316317
1989,U02198,Guru Govind Singh Marg,28.655517,77.198983
1990,DC4679,Punjab Khor Village,28.773006,76.962094
1991,U01617,NASC Dasghara,28.6255,77.1621
1992,DC3704,Krishi Bhawan,28.617467,77.213083
1993,U02805,ISBT Maharana Pratap Bus Terminal,28.66872818,77.23190647
1994,U02519,Hauj Rani,28.5297,77.2158
1995,DC4241,Surya Nagar,28.667917,77.321283
1996,U02650,Ajmeri Gate / Kamla Market,28.644519,77.223625
1997,DC4782,Sarvodya School Daulat Pur,28.543821,76.963654
1998,DC3578,Shastri Park Pusta Road,28.674017,77.256133
1999,U01448,Pitampura ND Block,28.6954,77.1461
2000,DC4570,Prem Piyau,28.765949,77.016532
2001,DC3907,C Block Mangol Puri,28.692483,77.09145
2002,DC4593,PWD Office / Aruna Nagar Ring Road,28.70253,77.22733
2003,U03466,Prehlad Pur,28.5,77.294633
2004,U02708,Akbar Road,28.610633,77.22595
2005,U03201,Bala Sahib Gurudwara,28.5812,77.266
2006,U03023,IP Depot Metro Station,28.6202,77.2485
2007,DC4029,Mitraon Village (Kair Village Road),28.608446,76.944717
2008,DC3641,Palam Airport Bypass,28.569417,77.123317
2009,U02581,Eastern Court,28.6239,77.219
2010,U03793,Dilshad Garden Depot Cluster,28.685545,77.331211
2011,U00849,Meera Bagh,28.659,77.091483
2012,DC4656,Titiksha Public School,28.725117,77.25895
2013,U03155,Rampuri Gali No 13,28.53475,77.2601
2014,U02734,Siri Fort Road,28.55355,77.228117
2015,U00974,Sagarpur Vashisht Park,28.6092,77.1011
2016,DC0087,Raghubir Nagar F Block,28.65235,77.106567
2017,U99919,Humayun Road,28.603333,77.2272
2018,DC4115,St. Lawrence School,28.65235,77.269317
2019,DC4367,Aman Puri,28.673083,77.05975
2020,U03211,DDA Kalkaji Extension,28.527,77.267
2021,DC4344,Amrohi More,28.574383,77.05115
2022,U00462,Agar Nagar,28.7032,77.04415
2023,DC4152,Radisson Hotel / Mahipal Pur Crossing,28.545933,77.1232
2024,U03519,Badarpur M B Road,28.49935,77.29915
2025,DC4321,Khayala Colony Terminal,28.652202,77.095739
